actor_1_name,movie_title,genres,title_year,imdb_score,movie_facebook_likes
Pablo Rago,Underdogs,Adventure|Animation|Family|Sport,2013,6.7,0
Ornella Muti,To Rome with Love,Comedy|Romance,2012,6.3,18000
Clint Eastwood,Firefox,Action|Adventure|Thriller,1982,5.9,0
Minnie Driver,South Park: Bigger Longer & Uncut,Animation|Comedy|Fantasy|Musical,1999,7.8,0
Peter Dinklage,Death at a Funeral,Comedy,2007,7.4,0
Paige Turco,Teenage Mutant Ninja Turtles III,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,1993,4.8,1000
Keanu Reeves,Hardball,Drama|Sport,2001,6.3,0
Jennifer Lawrence,Silver Linings Playbook,Comedy|Drama|Romance,2012,7.8,117000
Hunter Parrish,Freedom Writers,Biography|Crime|Drama,2007,7.5,10000
Omari Hardwick,For Colored Girls,Drama,2010,6,0
Jason Statham,The Transporter,Action|Crime|Thriller,2002,6.8,0
Djimon Hounsou,Never Back Down,Action|Drama|Sport,2008,6.6,0
Jason London,The Rage: Carrie 2,Horror|Sci-Fi|Thriller,1999,4.6,897
Chris Harrison,The Bachelor            ,Game-Show|Reality-TV|Romance,,2.9,141
Catherine O'Hara,Away We Go,Comedy|Drama|Romance,2009,7.1,7000
Madeline Carroll,Swing Vote,Comedy|Drama,2008,6.1,1000
Jake Gyllenhaal,Moonlight Mile,Drama|Romance,2002,6.7,365
Benedict Cumberbatch,Tinker Tailor Soldier Spy,Drama|Mystery|Thriller,2011,7.1,24000
Elaine Hendrix,Molly,Comedy|Drama|Romance,1999,5.8,284
Jennifer Lawrence,The Beaver,Drama,2011,6.7,17000
Dolly Parton,The Best Little Whorehouse in Texas,Comedy|Musical,1982,5.8,0
Jennifer Jason Leigh,eXistenZ,Horror|Sci-Fi|Thriller,1999,6.8,6000
Harrison Ford,Raiders of the Lost Ark,Action|Adventure,1981,8.5,16000
Macaulay Culkin,Home Alone 2: Lost in New York,Adventure|Comedy|Family,1992,6.6,0
Bob Balaban,Close Encounters of the Third Kind,Drama|Sci-Fi,1977,7.7,0
Ian Somerhalder,Pulse,Drama|Horror|Sci-Fi|Thriller,2006,4.7,0
Dean Stockwell,Beverly Hills Cop II,Action|Comedy|Crime|Thriller,1987,6.4,0
Angus T. Jones,Bringing Down the House,Comedy,2003,5.5,800
Anthony Hopkins,The Silence of the Lambs,Crime|Drama|Horror|Thriller,1991,8.6,40000
Tia Carrere,Wayne's World,Comedy|Music,1992,7,0
Bam Margera,Jackass 3D,Action|Comedy|Documentary,2010,7.1,0
Roy Scheider,Jaws 2,Adventure|Horror|Thriller,1978,5.7,0
Jamie Lee Curtis,Beverly Hills Chihuahua,Adventure|Comedy|Drama|Family|Romance,2008,3.7,0
Mackenzie Foy,The Conjuring,Horror|Mystery|Thriller,2013,7.5,131000
Nia Long,Are We There Yet,Adventure|Comedy|Family|Romance,2005,4.6,773
Gary Cole,Tammy,Comedy,2014,4.9,11000
Sarah Roemer,Disturbia,Drama|Mystery|Thriller,2007,6.9,0
Miranda Cosgrove,School of Rock,Comedy|Music,2003,7.1,0
Christopher Lambert,Mortal Kombat,Action|Adventure|Fantasy|Sci-Fi|Thriller,1995,5.8,0
Jessica Paré,Wicker Park,Drama|Mystery|Romance|Thriller,2004,7,0
Busy Philipps,White Chicks,Comedy|Crime,2004,5.4,0
Shailene Woodley,The Descendants,Comedy|Drama,2011,7.3,22000
Tim Blake Nelson,Holes,Adventure|Comedy|Drama|Family|Mystery,2003,7.1,0
Kelly Preston,The Last Song,Drama|Family|Music|Romance,2010,5.8,10000
Quvenzhané Wallis,12 Years a Slave,Biography|Drama|History,2013,8.1,83000
Leonard Roberts,Drumline,Comedy|Drama|Music|Romance,2002,5.7,2000
Michael Jai White,Why Did I Get Married Too,Comedy|Drama|Romance,2010,4.4,0
Johnny Depp,Edward Scissorhands,Fantasy|Romance,1990,7.9,16000
Sam Claflin,Me Before You,Drama|Romance,2016,7.6,51000
John Amos,Madea's Witness Protection,Comedy|Crime|Drama,2012,4.8,0
Roy Scheider,The French Connection,Action|Crime|Drama|Thriller,1971,7.8,0
Mila Kunis,Bad Moms,Comedy,2016,6.7,18000
Alyson Hannigan,Date Movie,Comedy|Romance,2006,2.7,806
Roger Rees,Return to Never Land,Adventure|Animation|Family|Fantasy,2002,5.8,302
David Oyelowo,Selma,Biography|Drama|History,2014,7.5,22000
Haley Joel Osment,The Jungle Book 2,Adventure|Animation|Family|Musical,2003,5.4,227
Barry Watson,Boogeyman,Drama|Horror|Mystery|Thriller,2005,4.1,1000
Nia Long,Premonition,Drama|Mystery|Thriller,2007,5.9,0
Kath Soucie,The Tigger Movie,Animation|Comedy|Drama|Family|Musical,2000,6.3,347
Jimmy Bennett,Orphan,Horror|Mystery|Thriller,2009,7,20000
Jay Hernandez,Max,Adventure|Family,2015,6.8,33000
Lamman Rucker,Meet the Browns            ,Comedy,,3.5,211
David Carradine,Epic Movie,Adventure|Comedy,2007,2.3,0
William Smith,Conan the Barbarian,Adventure|Fantasy,1982,6.9,0
Billy Crudup,Spotlight,Biography|Crime|Drama|History,2015,8.1,80000
Jay Hernandez,Lakeview Terrace,Crime|Drama|Thriller,2008,6.1,0
Sarah Michelle Gellar,The Grudge 2,Horror|Thriller,2006,5,930
Richard Lawson,How Stella Got Her Groove Back,Comedy|Drama|Romance,1998,5.5,0
Keanu Reeves,Bill & Ted's Bogus Journey,Adventure|Comedy|Fantasy|Music|Sci-Fi,1991,6.2,0
Robin Williams,Man of the Year,Comedy|Drama|Romance|Thriller,2006,6.2,0
Robert Forster,The Black Hole,Action|Sci-Fi,1979,5.9,4000
Violante Placido,The American,Crime|Drama|Thriller,2010,6.3,10000
Jon Seda,Selena,Biography|Drama|Music,1997,6.7,0
Diedrich Bader,Vampires Suck,Comedy,2010,3.5,16000
Brad Pitt,Babel,Drama,2006,7.5,0
Tina Fey,This Is Where I Leave You,Comedy|Drama,2014,6.6,14000
Philip Seymour Hoffman,Doubt,Drama|Mystery,2008,7.5,0
Jeremy Shada,Team America: World Police,Action|Comedy,2004,7.2,0
Gunnar Hansen,Texas Chainsaw 3D,Horror|Thriller,2013,4.8,16000
William McNamara,Copycat,Crime|Drama|Mystery|Thriller,1995,6.6,0
Marisa Saks,Scary Movie 5,Comedy,2013,3.5,13000
Clint Eastwood,Paint Your Wagon,Comedy|Drama|Musical|Romance|Western,1969,6.7,0
James Franco,Milk,Biography|Drama|History,2008,7.6,10000
Peter Firth,Risen,Action|Adventure|Drama|Mystery,2016,6.3,21000
Isaiah Washington,Ghost Ship,Horror,2002,5.5,0
Patton Oswalt,A Very Harold & Kumar 3D Christmas,Adventure|Comedy,2011,6.3,21000
Bill Murray,Wild Things,Crime|Drama|Mystery|Thriller,1998,6.5,0
Sela Ward,The Stepfather,Crime|Thriller,2009,5.6,0
Tom Wilkinson,The Debt,Drama|Thriller,2010,6.9,0
Drake Bell,High Fidelity,Comedy|Drama|Music|Romance,2000,7.6,10000
Johnny Lewis,One Missed Call,Horror|Mystery,2008,3.9,0
Joe Mantegna,Eye for an Eye,Crime|Drama|Thriller,1996,6.1,613
Jason Statham,The Bank Job,Crime|Drama|Romance|Thriller,2008,7.3,0
Kate Winslet,Eternal Sunshine of the Spotless Mind,Drama|Fantasy|Romance|Sci-Fi,2004,8.3,52000
Jamie Lee Curtis,You Again,Comedy|Family|Romance,2010,5.8,0
Keanu Reeves,Street Kings,Action|Crime|Drama|Thriller,2008,6.8,0
Michael Smiley,The World's End,Action|Comedy|Sci-Fi,2013,7,49000
Kay Panabaker,Nancy Drew,Comedy|Crime|Family|Mystery|Romance|Thriller,2007,5.9,590
Jay Laga'aia,Daybreakers,Action|Horror|Sci-Fi|Thriller,2009,6.5,0
Mike Vogel,She's Out of My League,Comedy|Romance,2010,6.4,0
Leighton Meester,Monte Carlo,Adventure|Comedy|Family|Romance,2011,5.8,6000
Adam Goldberg,Stay Alive,Horror|Thriller,2006,5.1,0
Alan Rickman,Quigley Down Under,Action|Adventure|Drama|Romance|Western,1990,6.8,0
Kevin Sussman,Alpha and Omega,Adventure|Animation|Comedy|Family|Romance,2010,5.3,0
Laura Ramsey,The Covenant,Action|Fantasy|Horror|Thriller,2006,5.3,3000
Jeff Bridges,Stick It,Comedy|Drama|Sport,2006,6.4,0
Jimmy Bennett,Shorts,Comedy|Family|Fantasy,2009,4.9,431
Kurtwood Smith,To Die For,Comedy|Crime|Drama,1995,6.8,1000
Samira Wiley,Nerve,Adventure|Crime|Mystery|Sci-Fi|Thriller,2016,7.1,0
Viggo Mortensen,Appaloosa,Crime|Drama|Western,2008,6.8,0
Sheryl Lee,Vampires,Action|Horror|Thriller,1998,6.1,0
Pablo Sevilla,Yu-Gi-Oh! Duel Monsters            ,Action|Adventure|Animation|Family|Fantasy,,7,124
Janet Leigh,Psycho,Horror|Mystery|Thriller,1960,8.5,18000
Dane Cook,My Best Friend's Girl,Comedy|Romance,2008,5.9,0
Alex Pettyfer,Endless Love,Drama|Romance,2014,6.3,0
Hector Elizondo,Georgia Rule,Comedy|Drama,2007,5.9,681
Mako,Under the Rainbow,Comedy,1981,5.4,501
Matthew Broderick,Ladyhawke,Adventure|Comedy|Drama|Fantasy,1985,7,0
Oliver Platt,Simon Birch,Comedy|Drama|Family,1998,6.9,0
Adam Sandler,Reign Over Me,Drama,2007,7.5,0
Kristen Stewart,Into the Wild,Adventure|Biography|Drama,2007,8.2,76000
Jon Heder,School for Scoundrels,Comedy,2006,5.9,484
Radha Mitchell,Silent Hill: Revelation 3D,Adventure|Drama|Horror|Mystery|Thriller,2012,5,25000
Quentin Tarantino,From Dusk Till Dawn,Crime|Fantasy|Horror,1996,7.3,12000
Kath Soucie,Pooh's Heffalump Movie,Animation|Family|Fantasy|Mystery,2005,6.4,264
Robert Downey Jr.,Home for the Holidays,Comedy|Drama|Romance,1995,6.6,0
Shengyi Huang,Kung Fu Hustle,Action|Comedy|Crime|Fantasy,2004,7.8,0
Leah Remini,Fired Up            ,Comedy,,6.7,4
Haley Joel Osment,The Country Bears,Comedy|Family|Music|Musical,2002,4,422
Mustafa Haidari,The Kite Runner,Drama,2007,7.6,0
Naomi Watts,21 Grams,Drama,2003,7.7,0
Cole Hauser,Paparazzi,Action|Crime|Drama|Thriller,2004,5.8,269
Kristen Stewart,Twilight,Drama|Fantasy|Romance,2008,5.2,19000
Thomas Lennon,A Guy Thing,Comedy|Romance,2003,5.6,401
Andy Dick,Loser,Comedy|Romance,2000,5.3,1000
Ronald Reagan,Capitalism: A Love Story,Crime|Documentary|News,2009,7.4,10000
Martin Landau,The Greatest Story Ever Told,Biography|Drama|History,1965,6.6,1000
Julia Roberts,Secret in Their Eyes,Crime|Drama|Mystery|Thriller,2015,6.2,0
Carmen Electra,Disaster Movie,Comedy,2008,1.9,0
Andrew Fiscella,Armored,Action|Crime|Thriller,2009,5.7,0
Bill Murray,The Man Who Knew Too Little,Action|Comedy|Crime|Thriller,1997,6.6,0
Chris Evans,What's Your Number,Comedy|Romance,2011,6,0
Joseph Gilgun,Lockout,Action|Adventure|Sci-Fi|Thriller,2012,6.1,10000
Amy Poehler,Envy,Comedy,2004,4.8,713
Jason Statham,Crank: High Voltage,Action|Crime|Sci-Fi|Thriller,2009,6.2,0
Jim Broadbent,Bullets Over Broadway,Comedy|Crime,1994,7.5,979
James Callis,One Night with the King,Biography|Drama|History,2006,6.3,0
Brendan Fraser,The Quiet American,Drama|Mystery|Romance|Thriller|War,2002,7.1,983
Nicolas Cage,The Weather Man,Comedy|Drama,2005,6.6,0
Fisher Stevens,Undisputed,Action|Crime|Drama|Sport,2002,6.1,977
Aasif Mandvi,Ghost Town,Comedy|Drama|Fantasy|Romance,2008,6.7,0
Taylor Cole,12 Rounds,Action|Crime|Thriller,2009,5.6,0
Chloë Grace Moretz,Let Me In,Drama|Fantasy|Horror|Mystery,2010,7.2,25000
Victor Wong,3 Ninjas Kick Back,Action|Comedy|Family,1994,4.3,444
Quinton Aaron,Be Kind Rewind,Comedy,2008,6.4,0
Bob Hoskins,Mrs Henderson Presents,Comedy|Drama|Music|War,2005,7.1,0
Kate Winslet,Triple 9,Action|Crime|Drama|Thriller,2016,6.3,0
Woody Allen,Deconstructing Harry,Comedy,1997,7.4,0
Matthew Perry,Three to Tango,Comedy|Romance,1999,6.1,311
Bradley Cooper,Burnt,Comedy|Drama,2015,6.6,25000
Robert De Niro,We're No Angels,Comedy|Crime,1989,6,855
Natasha Lyonne,Everyone Says I Love You,Comedy|Musical|Romance,1996,6.8,0
Peter Dinklage,Death at a Funeral,Comedy,2007,7.4,0
Aisha Tyler,Death Sentence,Action|Crime|Thriller,2007,6.8,0
Robert De Niro,Everybody's Fine,Adventure|Drama,2009,7.2,10000
Scott Baio,Superbabies: Baby Geniuses 2,Comedy|Family|Sci-Fi,2004,1.9,0
Miguel Ferrer,The Man,Action|Comedy|Crime,2005,5.5,676
Callum Rennie,Code Name: The Cleaner,Action|Comedy|Crime,2007,4.5,233
Debbie Reynolds,Connie and Carla,Comedy|Crime|Music,2004,6.3,924
Sammy Davis Jr.,Sweet Charity,Comedy|Drama|Music|Musical|Romance,1969,7,548
Martin Dew,Inherent Vice,Comedy|Crime|Drama|Mystery|Romance,2014,6.7,18000
Jimmy Fallon,Doogal,Adventure|Animation|Comedy|Family|Fantasy,2006,2.8,346
Chris Brown,Battle of the Year,Drama|Music,2013,5,0
LeVar Burton,Perception            ,Crime|Drama|Mystery|Thriller,,7.5,0
Chriss Anglin,An American Carol,Comedy|Fantasy,2008,4.3,797
Alexa PenaVega,Machete Kills,Action|Comedy|Crime|Thriller,2013,5.6,48000
Laura Harring,Willard,Drama|Horror|Sci-Fi|Thriller,2003,6.2,0
Kevin Alejandro,Strange Wilderness,Adventure|Comedy,2008,5.3,847
Jim Broadbent,Topsy-Turvy,Biography|Comedy|Drama|History|Music|Musical,1999,7.4,608
Tom Wilkinson,Little Boy,Drama|War,2015,7.4,15000
Michael Fassbender,A Dangerous Method,Biography|Drama|Thriller,2011,6.5,36000
Robert Downey Jr.,A Scanner Darkly,Animation|Drama|Mystery|Sci-Fi|Thriller,2006,7.1,0
Gerard Butler,Chasing Mavericks,Biography|Drama|Sport,2012,7.2,13000
Catherine Lough Haggquist,Alone in the Dark,Horror|Sci-Fi,2005,2.3,1000
Scott Porter,Bandslam,Comedy|Drama|Family|Music|Romance,2009,6.4,1000
Cameron Bright,Birth,Drama|Mystery|Romance|Thriller,2004,6.1,0
David Oyelowo,A Most Violent Year,Action|Crime|Drama|Thriller,2014,7,0
Landon Liboiron,Passchendaele,Drama|History|Romance|War,2008,6.5,971
Dylan Authors,Flash of Genius,Biography|Drama,2008,7,0
Christian Bale,I'm Not There.,Biography|Drama|Music,2007,7,0
Henry Cavill,The Cold Light of Day,Action|Thriller,2012,4.9,0
Zachary Gordon,The Brothers Bloom,Adventure|Comedy|Drama|Romance,2008,6.9,0
Philip Seymour Hoffman,"Synecdoche, New York",Comedy|Drama|Romance,2008,7.5,13000
Minnie Driver,Princess Mononoke,Adventure|Animation|Fantasy,1997,8.4,11000
Isabelle Adjani,Bon voyage,Comedy|Drama|Mystery|Romance|Thriller|War,2003,6.9,235
Steve Guttenberg,Can't Stop the Music,Biography|Comedy|Musical,1980,4.5,1000
Ray Winstone,The Proposition,Crime|Drama|Western,2005,7.4,0
Donny Boaz,Courage,Biography|Drama|Sport,2015,7,0
Damon Wayans,Marci X,Comedy|Music,2003,2.8,241
Christian Bale,Equilibrium,Action|Drama|Sci-Fi|Thriller,2002,7.5,20000
Radha Mitchell,The Children of Huang Shi,Drama|War,2008,7.1,1000
Charlize Theron,The Yards,Crime|Drama|Romance|Thriller,2000,6.4,401
Chazz Palminteri,The Oogieloves in the Big Balloon Adventure,Adventure|Family|Fantasy|Musical,2012,6.7,831
Brad Pitt,By the Sea,Drama|Romance,2015,5.3,0
William Hootkins,Steamboy,Action|Adventure|Animation|Family|Sci-Fi|Thriller,2004,6.9,973
Gerard Butler,The Game of Their Lives,Drama|History|Sport,2005,6.2,445
Ryan Gosling,All Good Things,Crime|Drama|Mystery|Romance|Thriller,2010,6.3,0
Esai Morales,Rapa Nui,Action|Adventure|Drama|History|Romance,1994,6.4,399
Jiao Xu,CJ7,Comedy|Family|Sci-Fi,2008,6.5,1000
Christian Clavier,Les couloirs du temps: Les visiteurs II,Comedy|Family|Fantasy|Sci-Fi,1998,6,136
Marco St. John,Dylan Dog: Dead of Night,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,2010,5.1,0
Al Pacino,People I Know,Crime|Drama|Mystery,2002,5.5,217
Peter Vaughan,The Doombolt Chase            ,Drama|Family,,7.2,0
Djimon Hounsou,The Tempest,Comedy|Drama|Fantasy|Romance,2010,5.4,0
Emma Watson,Regression,Crime|Drama|Mystery|Thriller,2015,5.7,0
Necar Zadegan,The Touch,Romance|Short,2007,5.2,30
Andy Lau,Three Kingdoms: Resurrection of the Dragon,Action|Drama|History|War,2008,6.2,314
Gerard Butler,Shattered,Crime|Drama|Thriller,2007,6.7,0
Leonard Nimoy,Zambezia,Adventure|Animation|Comedy|Family,2012,5.8,1000
Mani Bharathi,Ramanujan,Biography|Drama|History,2014,7,58
Joey D. Vieira,Dwegons and Leprechauns,Animation,2014,4.8,70
Robert De Niro,Hands of Stone,Action|Biography|Drama|Sport,2016,7.2,0
Milla Jovovich,Survivor,Action|Crime|Thriller,2015,5.6,0
Nicolas Cage,The Frozen Ground,Crime|Drama|Mystery|Thriller,2013,6.4,11000
Toby Jones,The Painted Veil,Drama|Romance,2006,7.5,0
Moritz Bleibtreu,The Baader Meinhof Complex,Action|Biography|Crime|Drama,2008,7.4,0
Mary McDonnell,Dances with Wolves,Adventure|Drama|Western,1990,8,0
Justin Timberlake,Bad Teacher,Comedy,2011,5.7,16000
Al Pacino,Sea of Love,Crime|Drama|Mystery|Thriller,1989,6.8,0
Dan Byrd,A Cinderella Story,Comedy|Family|Romance,2004,5.9,0
David Arquette,Scream,Horror|Mystery,1996,7.2,11000
Shannon Elizabeth,Thir13en Ghosts,Horror,2001,5.5,0
Scatman Crothers,The Shining,Drama|Horror,1980,8.4,37000
Lea Thompson,Back to the Future,Adventure|Comedy|Sci-Fi,1985,8.5,39000
Jeffrey Combs,House on Haunted Hill,Horror|Mystery|Thriller,1999,5.6,0
Eric Mendenhall,I Can Do Bad All by Myself,Comedy|Drama,2009,4.1,1000
Kari J. Kramer,Fight Valley,Action|Drama,2016,5,1000
Caroline Dhavernas,The Switch,Comedy|Drama|Romance,2010,6.1,0
Taran Killam,Just Married,Comedy|Romance,2003,5.4,0
Mem Ferda,The Devil's Double,Biography|Drama|Thriller,2011,7.1,14000
Nicole 'Snooki' Polizzi,"Gone, Baby, Gone            ",Comedy|Drama|Reality-TV|Romance,,6.6,0
Mara Wilson,Thomas and the Magic Railroad,Adventure|Comedy|Drama|Family|Fantasy,2000,3.6,663
Radha Mitchell,The Crazies,Horror|Thriller,2010,6.5,0
Bunta Sugawara,Spirited Away,Adventure|Animation|Family|Fantasy,2001,8.6,28000
Andy Lau,Firestorm,Action|Crime|Thriller,2013,6.2,332
Liam Neeson,The Bounty,Action|Adventure|Drama|History|Romance,1984,7,1000
Emily Watson,The Book Thief,Drama|War,2013,7.6,53000
Katrina Bowden,Sex Drive,Adventure|Comedy|Romance,2008,6.5,0
Adam Scott,Leap Year,Comedy|Romance,2010,6.4,13000
James Mason,The Fall of the Roman Empire,Drama|History|War,1964,6.7,560
Topher Grace,Take Me Home Tonight,Comedy|Drama|Romance,2011,6.3,0
Holly Hunter,Won't Back Down,Drama,2012,6.4,0
Darci Kistler,The Nutcracker,Family|Fantasy|Music,1993,5.7,238
Steve Buscemi,Kansas City,Crime|Drama|Music|Thriller,1996,6.3,228
Logan Lerman,Indignation,Drama,2016,7.8,599
Jimmy Bennett,The Amityville Horror,Drama|Horror|Mystery|Thriller,2005,6,0
Nicolas Cage,Adaptation.,Comedy|Drama,2002,7.7,0
Tony Nappo,Land of the Dead,Horror,2005,6.2,0
Louis Koo,Out of Inferno,Action,2013,5.7,124
Johnny Depp,Fear and Loathing in Las Vegas,Adventure|Comedy|Drama,1998,7.7,15000
Jennifer Garner,The Invention of Lying,Comedy|Fantasy|Romance,2009,6.4,13000
Craig Roberts,Neighbors,Comedy,2014,6.4,21000
Peter Greene,The Mask,Action|Comedy|Crime|Fantasy,1994,6.9,0
Tom Hanks,Big,Comedy|Drama|Family|Fantasy|Romance,1988,7.3,0
Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,2006,7.3,0
Linda Cardellini,Legally Blonde,Comedy|Romance,2001,6.2,0
Leonard Nimoy,Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,1984,6.6,0
Tom Wilkinson,The Exorcism of Emily Rose,Drama|Horror|Thriller,2005,6.7,0
Amy Poehler,Deuce Bigalow: Male Gigolo,Comedy|Romance,1999,5.7,0
Nicolas Cage,Left Behind,Action|Drama|Fantasy|Mystery|Thriller,2014,3.1,31000
Craig T. Nelson,The Family Stone,Comedy|Drama|Romance,2005,6.3,0
Harry Lennix,Barbershop 2: Back in Business,Comedy|Drama,2004,5.7,265
Bernie Mac,Bad Santa,Comedy|Crime|Drama,2003,7.1,10000
Will Ferrell,Austin Powers: International Man of Mystery,Comedy|Crime,1997,7,0
Nia Vardalos,My Big Fat Greek Wedding 2,Comedy|Family|Romance,2016,6.1,19000
Zachary Gordon,Diary of a Wimpy Kid: Rodrick Rules,Comedy|Family,2011,6.6,0
Shane Black,Predator,Action|Horror|Sci-Fi,1987,7.8,13000
Jeffrey Jones,Amadeus,Biography|Drama|History|Music,1984,8.3,16000
Ming-Na Wen,Prom Night,Horror|Mystery,2008,3.9,1000
Tina Fey,Mean Girls,Comedy,2004,7,0
Raoul Bova,Under the Tuscan Sun,Comedy|Drama|Romance,2003,6.7,0
Kristin Scott Thomas,Gosford Park,Drama|Mystery,2001,7.3,0
Peter Gallagher,The O.C.            ,Comedy|Drama|Romance,,7.5,0
Nicolas Cage,Peggy Sue Got Married,Comedy|Drama|Fantasy|Romance,1986,6.3,0
Emma Stone,Birdman or (The Unexpected Virtue of Ignorance),Comedy|Drama|Romance,2014,7.8,114000
Sally Hawkins,Blue Jasmine,Drama,2013,7.3,36000
Christian Clemenson,United 93,Drama|History|Thriller,2006,7.6,0
Christian Monzon,Honey,Drama|Music|Romance,2003,5.3,0
Denzel Washington,Glory,Drama|History|War,1989,7.9,0
Hulk Hogan,Spy Hard,Action|Comedy,1996,5.3,588
Jamie Lee Curtis,The Fog,Fantasy|Horror,1980,6.8,7000
Dennis Quaid,Soul Surfer,Biography|Drama|Family|Sport,2011,7.1,15000
Bob Newhart,Catch-22,Comedy|Drama|War,1970,7.2,0
Collette Wolfe,Observe and Report,Comedy|Crime|Drama,2009,5.8,0
Mako,Conan the Destroyer,Action|Adventure|Fantasy,1984,5.8,2000
Robert De Niro,Raging Bull,Biography|Drama|Sport,1980,8.3,0
Judy Greer,Love Happens,Drama|Romance,2009,5.6,0
Nicholas Rowe,Young Sherlock Holmes,Adventure|Fantasy|Mystery|Thriller,1985,6.8,0
Kelsey Grammer,Fame,Comedy|Drama|Musical|Romance,2009,5,0
James Franco,127 Hours,Adventure|Biography|Drama|Thriller,2010,7.6,63000
Woody Allen,Small Time Crooks,Comedy|Crime,2000,6.7,812
Amanda Schull,Center Stage,Drama|Music|Romance,2000,6.7,0
Olivia Wilde,Love the Coopers,Comedy,2015,5.7,0
Kristen Stewart,Catch That Kid,Comedy|Crime,2004,5.2,591
Ian Somerhalder,Life as a House,Drama,2001,7.5,0
Kate Winslet,Steve Jobs,Biography|Drama,2015,7.2,23000
Alan Ruck,"I Love You, Beth Cooper",Comedy|Romance,2009,5.3,0
Steve Buscemi,Youth in Revolt,Comedy|Drama|Romance,2009,6.5,0
Jason Robards,The Legend of the Lone Ranger,Action|Adventure|Western,1981,5,346
Daniel Radcliffe,The Tailor of Panama,Drama|Thriller,2001,6.1,813
Nancy Allen,Blow Out,Mystery|Thriller,1981,7.4,2000
Rebecca Budig,Getaway,Action|Crime|Thriller,2013,4.4,4000
Joan Allen,The Ice Storm,Drama,1997,7.5,0
Yaya DaCosta,And So It Goes,Comedy|Drama|Romance,2014,5.7,3000
Craig T. Nelson,Troop Beverly Hills,Adventure|Comedy,1989,5.5,0
Miriam Margolyes,Being Julia,Comedy|Drama|Romance,2004,7.1,562
David Margulies,9½ Weeks,Drama|Romance,1986,5.9,0
Ian McDiarmid,Dragonslayer,Action|Adventure|Fantasy,1981,6.7,0
David Masterson,The Last Station,Biography|Drama|Romance,2009,7,0
Johnny Depp,Ed Wood,Biography|Comedy|Drama,1994,7.9,0
J.K. Simmons,Labor Day,Drama,2013,6.9,0
Tadanobu Asano,Mongol: The Rise of Genghis Khan,Adventure|Biography|Drama|History|War,2007,7.3,0
Tom Hardy,RocknRolla,Action|Crime|Thriller,2008,7.3,12000
Barry Bostwick,Megaforce,Action|Sci-Fi,1982,3.5,0
Julie Christie,Hamlet,Drama,1996,7.8,0
Bruce Greenwood,Mao's Last Dancer,Biography|Drama|Music|Romance,2009,7.4,0
Kirsten Dunst,Midnight Special,Adventure|Drama|Sci-Fi|Thriller,2016,6.7,0
Woody Allen,Anything Else,Comedy|Romance,2003,6.4,827
Jeremy Irvine,The Railway Man,Biography|Drama|Romance|War,2013,7.1,18000
Poppy Montgomery,Unforgettable            ,Drama|Mystery,,6.7,0
Ulrich Tukur,The White Ribbon,Drama|Mystery,2009,7.8,0
Zack Ward,Restoration,Horror,2016,4,378
Clint Howard,The Wraith,Action|Horror|Romance|Sci-Fi|Thriller,1986,5.9,0
Adam Goldberg,The Salton Sea,Crime|Drama|Mystery|Thriller,2002,7.2,2000
James Hetfield,Metallica Through the Never,Music,2013,7.2,19000
Austin Nichols,The Informers,Crime|Drama|Thriller,2008,5.1,1000
Edgar Ramírez,Carlos            ,Biography|Crime|Drama|Thriller,,7.7,0
Takuya Kimura,I Come with the Rain,Thriller,2009,5.5,342
Tom Berenger,One Man's Hero,Action|Drama|History|Romance|War|Western,1999,6.2,271
Greg Nicotero,Day of the Dead,Horror,1985,7.2,3000
Sam Trammell,I Am Wrath,Action|Crime|Drama|Thriller,2016,5.2,0
Romola Garai,Renaissance,Action|Animation|Sci-Fi|Thriller,2006,6.7,0
Demi Moore,Forsaken,Drama|Western,2015,6.3,0
Ernie Reyes Jr.,Red Sonja,Action|Adventure|Fantasy,1985,5,0
Robert De Niro,Red Lights,Drama|Horror|Mystery|Thriller,2012,6.2,10000
Emma Stone,Superbad,Comedy,2007,7.6,0
Vanessa Ferlito,Madea Goes to Jail,Comedy|Crime|Drama,2009,4.1,804
Jason Momoa,Wolves,Action|Horror,2014,5.3,0
Cassie Ventura,Step Up 2: The Streets,Drama|Music|Musical|Romance,2008,6.2,0
Anne Hathaway,Hoodwinked!,Action|Animation|Comedy|Crime|Family,2005,6.5,0
Don Cheadle,Hotel Rwanda,Drama|History|War,2004,8.1,12000
Henry Ian Cusick,Hitman,Action|Crime|Drama|Thriller,2007,6.3,0
Jennifer Hudson,Black Nativity,Drama|Family|Music|Musical,2013,4.4,0
Bruce Willis,The Prince,Action|Thriller,2014,4.6,0
Kirk Fox,City of Ghosts,Crime|Drama|Thriller,2002,6,204
Fionnula Flanagan,The Others,Fantasy|Horror|Thriller,2001,7.6,20000
Michael Biehn,Aliens,Action|Adventure|Sci-Fi,1986,8.4,18000
Jeremy Brett,My Fair Lady,Drama|Family|Musical|Romance,1964,7.9,0
Muse Watson,I Know What You Did Last Summer,Horror|Mystery|Thriller,1997,5.6,0
Rob Riggle,Let's Be Cops,Comedy,2014,6.5,14000
